"dname","attrib","img","behavior","target_team","manacost","description","cooldown","dmg_type","target_type","dispellable","bkbpierce","lore","damage","is_innate"
"Tree Throw","[{'key': 'speed', 'header': 'SPEED:', 'value': '900', 'generated': True}, {'key': 'range', 'header': 'CAST RANGE:', 'value': '1200'}, {'key': 'bonus_damage', 'header': 'BONUS DAMAGE:', 'value': '20', 'generated': True}, {'key': 'splash_radius', 'header': 'SPLASH RADIUS:', 'value': '275'}, {'key': 'movement_slow', 'header': 'MOVEMENT SLOW:', 'value': '25%'}, {'key': 'slow_duration', 'header': 'SLOW DURATION:', 'value': '2.5'}, {'key': 'abilitycastrange', 'header': 'CAST RANGE:', 'value': '1200', 'generated': True}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0.2', 'generated': True}]","/apps/dota2/images/dota_react/abilities/tiny_toss_tree.png","['Unit Target', 'Point Target', 'Hidden']","Enemy","","Throws the tree at the target unit, proccing your attack on it and splashing damage around the target.","","Physical","['Hero', 'Basic']","","No","Even enemies can share in Tiny's arbor ardor.","",""
"Tree Volley","[{'key': 'speed', 'header': 'SPEED:', 'value': '1000', 'generated': True}, {'key': 'range', 'header': 'RANGE:', 'value': '1200', 'generated': True}, {'key': 'splash_radius', 'header': 'TARGET RADIUS:', 'value': '400'}, {'key': 'tree_grab_radius', 'header': 'TREE GRAB RADIUS:', 'value': '700'}, {'key': 'interval', 'header': 'THROW INTERVAL:', 'value': '0.5'}, {'key': 'abilitycastrange', 'header': 'CAST RANGE:', 'value': '1200', 'generated': True}, {'key': 'abilitychanneltime', 'header': 'MAX CHANNEL TIME:', 'value': '2.5'}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0.2', 'generated': True}]","/apps/dota2/images/dota_react/abilities/tiny_tree_channel.png","['Channeled', 'Point Target', 'AOE', 'Hidden']","","200","CHANNELED - Tiny channels to throw random trees within range towards the targeted area. Deals Tiny's attack damage to enemies in that area with each tree thrown.","17","Physical","","","Yes","Sticks thrown from stones are like to shatter many bones.","",""
"Tricks of the Trade","[{'key': 'radius', 'header': 'RADIUS:', 'value': '450'}, {'key': 'attack_count', 'header': 'ATTACK COUNT:', 'value': '4'}, {'key': 'damage_pct', 'header': 'ATTACK DAMAGE:', 'value': '40%'}, {'key': 'agility_pct', 'header': 'AGILITY BONUS:', 'value': ['55', '70', '85', '100']}, {'key': 'scepter_duration', 'header': 'SCEPTER DURATION:', 'value': '2', 'generated': True}, {'key': 'scepter_attacks', 'header': 'ATTACK COUNT:', 'value': '5'}, {'key': 'scepter_cast_range', 'header': 'CAST RANGE:', 'value': '700'}, {'key': 'dispel', 'header': 'DISPEL:', 'value': '0', 'generated': True}, {'key': 'creep_agility_multiplier', 'header': 'CREEP AGILITY MULTIPLIER:', 'value': '1', 'generated': True}, {'key': 'abilitycastrange', 'header': 'CAST RANGE:', 'value': '400', 'generated': True}, {'key': 'abilitychanneltime', 'header': 'DURATION:', 'value': '2'}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0.3', 'generated': True}]","/apps/dota2/images/dota_react/abilities/riki_tricks_of_the_trade.png","['Point Target', 'AOE', 'Channeled']","Friendly","['45', '55', '65', '75']","CHANNELED - Riki phases out of the world while striking random enemy units from behind in an area around him. While phased out his attack damage is reduced, but his Agility greatly increases.","['18', '16', '14', '12']","","Hero","","Yes","The Stealth Assassin is not afraid to fight dirty, and specializes in attacking his opponents from behind.","",""
"Tricks of the Trade Applies a Basic Dispel","","","","","","","","","","","","","",""
"Triple Strike Stifling Dagger","","","","","","","","","","","","","",""
"True Form","[{'key': 'bonus_armor', 'header': 'BONUS ARMOR:', 'value': ['8', '10', '12']}, {'key': 'bonus_hp', 'header': 'BONUS HP:', 'value': ['500', '1000', '1500']}, {'key': 'attack_speed_pct', 'header': 'BONUS ATTACK SPEED:', 'value': '0%'}, {'key': 'duration', 'header': 'DURATION:', 'value': '40'}, {'key': 'transformation_time', 'header': 'TRANSFORM TIME:', 'value': '1.933'}, {'key': 'transform_bear', 'header': 'TRANSFORM BEAR:', 'value': '0', 'generated': True}, {'key': 'entangling_claws_cooldown_reduction_pct', 'header': 'ENTANGLING CLAWS COOLDOWN REDUCTION PCT:', 'value': '0', 'generated': True}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0', 'generated': True}]","/apps/dota2/images/dota_react/abilities/lone_druid_true_form.png","No Target","","200","Lone Druid starts a transformation into a raging bear that has enhanced attack and defensive capabilities.","100","","","No","","The mighty bear is the king of the forest, possessing the throne through raw power.","",""
"True Sight","[{'key': 'radius', 'header': 'RADIUS:', 'value': '1000'}]","/apps/dota2/images/dota_react/abilities/necronomicon_warrior_sight.png","Passive","","","Reveals invisible units.","","","","","","","",""
"True Strike","","","","","","","","","","","","","",""
"Trusty Shovel","[]","/apps/dota2/images/dota_react/abilities/seasonal_ti9_shovel.png","['Point Target', 'Channeled']","","0","Dig around the map for buried treasure!","20","","","","","","0",""
"Twisted Chakram","[{'key': 'speed', 'header': 'SPEED:', 'value': '900', 'generated': True}, {'key': 'radius', 'header': 'RADIUS:', 'value': '125'}, {'key': 'damage', 'header': 'PASS DAMAGE:', 'value': ['110', '155', '200']}, {'key': 'spread', 'header': 'SPREAD:', 'value': '350', 'generated': True}, {'key': 'min_throw_duration', 'header': 'MIN THROW DURATION:', 'value': '0', 'generated': True}, {'key': 'max_throw_duration', 'header': 'MAX THROW DURATION:', 'value': '0.5', 'generated': True}, {'key': 'min_target_distance', 'header': 'MIN TARGET DISTANCE:', 'value': '600', 'generated': True}, {'key': 'max_target_distance', 'header': 'MAX TARGET DISTANCE:', 'value': '600', 'generated': True}, {'key': 'slow', 'header': 'SLOW:', 'value': '5', 'generated': True}, {'key': 'pass_slow_duration', 'header': 'PASS SLOW DURATION:', 'value': '2', 'generated': True}, {'key': 'slow_health_percentage', 'header': 'SLOW HEALTH PERCENTAGE:', 'value': '5', 'generated': True}, {'key': 'abilitycastrange', 'header': 'CAST RANGE:', 'value': '1200', 'generated': True}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0.2', 'generated': True}]","/apps/dota2/images/dota_react/abilities/shredder_twisted_chakram.png","['Point Target', 'AOE']","","100","Launches a second independent Chakram that follows a curved path and returns to Timbersaw, damaging and slowing enemies it passes through. Enemies caught in the saw blade will move more slowly for every 5% of health missing.","['20', '16', '12']","Pure","","Yes","No","","",""
"Unbreakable","[]","/apps/dota2/images/dota_react/abilities/dawnbreaker_unbreakable.png","Passive","","","Whenever Dawnbreaker respawns, Solar Guardian's cooldown is refreshed.","","","","","","","",""
"Unburrow","[]","/apps/dota2/images/dota_react/abilities/nyx_assassin_unburrow.png","['Hidden', 'No Target']","","0","Emerge from the burrow.","0","","","","","Some castes of zealot scarab are known to create small burrows to lie in wait, ready to ambush their prey.","",""
"Unfettered","[{'key': 'duration', 'header': 'DURATION:', 'value': ['4', '5', '6', '7']}, {'key': 'magic_resist', 'header': 'MAGIC RESISTANCE:', 'value': '60%'}, {'key': 'status_resist', 'header': 'STATUS RESISTANCE:', 'value': '60%'}, {'key': 'abilitycastrange', 'header': 'CAST RANGE:', 'value': '0', 'generated': True}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0', 'generated': True}]","/apps/dota2/images/dota_react/abilities/life_stealer_unfettered.png","['No Target', 'Instant Cast']","","['80', '100', '120', '140']","Descend into a violent fury, gaining increased status and magic resistance. Applies a dispel and can be cast while disabled.

DISPEL TYPE: Strong Dispel","['20', '19', '18', '17']","","","No","","","",""
"Unholy Aura","[{'key': 'health_regen', 'header': 'HEALTH REGEN:', 'value': ['3', '5', '7', '11']}, {'key': 'radius', 'header': 'RADIUS:', 'value': '1200'}]","/apps/dota2/images/dota_react/abilities/satyr_hellcaller_unholy_aura.png","Passive","","","The Satyr Tormenter's demonic communion allows him to emanate regenerative power, increasing the health regeneration of himself and all nearby allies.","","","","","","","",""
"Unholy Pact","[{'key': 'mana_drain', 'header': 'MANA DRAIN:', 'value': ['5%', '6%', '7%', '8%']}, {'key': 'attack_count', 'header': 'ATTACK COUNT:', 'value': '5'}, {'key': 'attack_speed', 'header': 'ATTACK SPEED:', 'value': '100'}, {'key': 'health_cost', 'header': 'HEALTH COST:', 'value': '20%'}, {'key': 'duration', 'header': 'DURATION:', 'value': '15', 'generated': True}]","/apps/dota2/images/dota_react/abilities/lich_dark_sorcery.png","['No Target', 'Instant Cast']","","","Grants you bonus attack speed for a limited number of attacks, draining a percentage of mana for each hit. Costs a percentage of current health to cast. Lasts up to 15 seconds or when the attack count is consumed.","['25', '20', '15', '10']","","","Yes","","","",""
"Unleash","[{'key': 'duration', 'header': 'DURATION:', 'value': '16'}, {'key': 'charges_per_flurry', 'header': 'STRIKES PER FURY:', 'value': '5'}, {'key': 'flurry_bonus_attack_speed', 'header': 'BONUS ATTACK SPEED:', 'value': ['700', '975', '1325']}, {'key': 'time_between_flurries', 'header': 'TIME BETWEEN FLURRIES:', 'value': '1.5', 'generated': True}, {'key': 'pulse_radius', 'header': 'PULSE RADIUS:', 'value': '800'}, {'key': 'pulse_debuff_duration', 'header': 'PULSE DEBUFF DURATION:', 'value': '2', 'generated': True}, {'key': 'pulse_damage', 'header': 'PULSE DAMAGE:', 'value': ['50', '100', '150']}, {'key': 'pulse_move_slow_pct', 'header': 'MOVEMENT SLOW:', 'value': '30%'}, {'key': 'pulse_attack_slow_pct', 'header': 'BASE ATTACK SPEED SLOW:', 'value': ['60', '80', '100']}, {'key': 'max_time_window_per_hit', 'header': 'MAX TIME WINDOW PER HIT:', 'value': '1', 'generated': True}, {'key': 'bonus_movespeed', 'header': 'BONUS MOVESPEED:', 'value': '15', 'generated': True}, {'key': 'recovery_fixed_attack_rate', 'header': 'RECOVERY FIXED ATTACK RATE:', 'value': '2', 'generated': True}, {'key': 'shard_push_length', 'header': 'SHARD PUSH LENGTH:', 'value': '300', 'generated': True}, {'key': 'scepter_cooldown_reduction', 'header': 'SCEPTER COOLDOWN REDUCTION:', 'value': '10', 'generated': True}, {'key': 'dispel', 'header': 'DISPEL:', 'value': '0', 'generated': True}, {'key': 'pulse_silence_duration', 'header': 'PULSE SILENCE DURATION:', 'value': '0', 'generated': True}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0.2', 'generated': True}]","/apps/dota2/images/dota_react/abilities/marci_unleash.png","No Target","","['100', '125', '150']","Marci taps a hidden power, gaining Fury charges that allow her to deliver a rapid sequence of strikes that slow movement and attack speed of the target for 2s. The last strike in every Fury combo creates a damaging pulse around the target. In between Fury combos, Marci is unable to attack for 1.5s.

Marci gains 15% movement speed when Unleash is cast.","['90', '75', '60']","Magical","","No","","Though some have sought to understand its origins, Marci rebuffs all attempts to divine the source of her power.","",""
"Unleash Duration Extended By 6s On Kill","","","","","","","","","","","","","",""
"Unrefined Fireblast","[{'key': 'stun_duration', 'header': 'STUN DURATION:', 'value': '1.2'}, {'key': 'multicast_delay', 'header': 'MULTICAST DELAY:', 'value': '0.6', 'generated': True}, {'key': 'scepter_mana', 'header': 'SCEPTER MANA:', 'value': '35', 'generated': True}, {'key': 'base_damage', 'header': 'BASE DAMAGE:', 'value': '150', 'generated': True}, {'key': 'str_multiplier', 'header': 'STR MULTIPLIER:', 'value': '1.5', 'generated': True}, {'key': 'abilitycastrange', 'header': 'CAST RANGE:', 'value': '525', 'generated': True}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0.45', 'generated': True}]","/apps/dota2/images/dota_react/abilities/ogre_magi_unrefined_fireblast.png","['Unit Target', 'Hidden']","Enemy","400","Blasts an enemy unit with a wave of fire, dealing 150 + 1.5x Ogre's Strength in damage and stunning the target. Its mana cost is 35% of Ogre Magi's current mana.","6","Magical","['Hero', 'Basic']","Strong Dispels Only","No","The 'who-casts-spell-first' argument between himself is solved simply by both casting at once.","",""
"Unstable Concoction","[{'key': 'brew_time', 'header': 'BREW TIME:', 'value': '5', 'generated': True}, {'key': 'brew_explosion', 'header': 'BREW EXPLOSION:', 'value': '5.5', 'generated': True}, {'key': 'min_stun', 'header': 'MIN STUN:', 'value': '0.25', 'generated': True}, {'key': 'max_stun', 'header': 'MAX STUN:', 'value': ['1.7', '2.2', '2.7', '3.2']}, {'key': 'min_damage', 'header': 'MIN DAMAGE:', 'value': '0', 'generated': True}, {'key': 'max_damage', 'header': 'MAX DAMAGE:', 'value': ['150', '220', '290', '360']}, {'key': 'radius', 'header': 'EXPLOSION RADIUS:', 'value': '250'}, {'key': 'move_speed', 'header': 'MOVE SPEED BONUS:', 'value': ['4%', '8%', '12%', '16%']}, {'key': 'chemical_rage_cooldown_reduction_pct', 'header': 'CHEMICAL RAGE COOLDOWN REDUCTION PCT:', 'value': '0', 'generated': True}, {'key': 'abilitycastrange', 'header': 'CAST RANGE:', 'value': '775', 'generated': True}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0', 'generated': True}]","/apps/dota2/images/dota_react/abilities/alchemist_unstable_concoction.png","['No Target', 'Instant Cast']","","100","Alchemist brews up an unstable concoction that he can throw at an enemy hero, to stun and deal damage in an area around the explosion. The longer the concoction brews, the more damage it deals and the longer the stun. Alchemist is faster while charging the concoction. After 5 seconds, the brew reaches its maximum damage and stun time. However, after 5.5 seconds, the concoction will explode on Alchemist himself if not thrown.","15","Physical","","Strong Dispels Only","No","A silver lining to the failure of turning a mountain into gold, this volatile solution has destructive potential.","",""
"Unstable Concoction Throw","[{'key': 'brew_time', 'header': 'BREW TIME:', 'value': '5', 'generated': True}, {'key': 'min_stun', 'header': 'MIN STUN:', 'value': '0.25', 'generated': True}, {'key': 'max_stun', 'header': 'MAX STUN:', 'value': ['1.75', '2.25', '2.75', '3.25'], 'generated': True}, {'key': 'min_damage', 'header': 'MIN DAMAGE:', 'value': '0', 'generated': True}, {'key': 'max_damage', 'header': 'MAX DAMAGE:', 'value': ['150', '220', '290', '360'], 'generated': True}, {'key': 'projectile_speed', 'header': 'PROJECTILE SPEED:', 'value': '900', 'generated': True}, {'key': 'midair_explosion_radius', 'header': 'MIDAIR EXPLOSION RADIUS:', 'value': '250', 'generated': True}, {'key': 'brew_explosion', 'header': 'BREW EXPLOSION:', 'value': '7', 'generated': True}, {'key': 'abilitycastrange', 'header': 'CAST RANGE:', 'value': '775', 'generated': True}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0.2', 'generated': True}]","/apps/dota2/images/dota_react/abilities/alchemist_unstable_concoction_throw.png","['Unit Target', 'AOE', 'Hidden']","Enemy","","Throw it before it blows up!","","","Hero","","No","","",""
"Unstable Current","[{'key': 'movespeed_per_level_pct', 'header': 'MOVESPEED PER LEVEL PCT:', 'value': '1', 'generated': True}]","/apps/dota2/images/dota_react/abilities/razor_unstable_current.png","Passive","","","","","","","","","","",True
"Untouchable","[{'key': 'slow_attack_speed', 'header': 'ATTACK SLOW:', 'value': ['-100', '-150', '-200']}, {'key': 'slow_duration', 'header': 'SLOW DURATION:', 'value': '4', 'generated': True}]","/apps/dota2/images/dota_react/abilities/enchantress_untouchable.png","Passive","","","Enchantress beguiles her enemies, slowing their attacks when she is attacked.","","","","Yes","Yes","After attacking Aiushtha, most opponents are overwhelmed with guilt having attacked such a natural beauty.","",""
"Unyielding Shield","[{'key': 'damage_absorb', 'header': 'DAMAGE ABSORB:', 'value': '2500', 'generated': True}, {'key': 'absorb_bonus_per_death', 'header': 'ABSORB BONUS PER DEATH:', 'value': '200', 'generated': True}, {'key': 'regen_per_second', 'header': 'REGEN PER SECOND:', 'value': '100', 'generated': True}, {'key': 'regen_bonus_per_death', 'header': 'REGEN BONUS PER DEATH:', 'value': '100', 'generated': True}]","/apps/dota2/images/dota_react/abilities/miniboss_unyielding_shield.png","Passive","","","","","","","","","","",""
"Upheaval","[{'key': 'aoe', 'header': 'RADIUS:', 'value': ['575', '600', '625', '650']}, {'key': 'slow_per_second', 'header': 'SLOW PER SECOND:', 'value': ['11%', '14%', '17%', '20%']}, {'key': 'duration', 'header': 'DURATION:', 'value': '3', 'generated': True}, {'key': 'max_slow', 'header': 'MAX SLOW:', 'value': ['55%', '70%', '85%', '100%']}, {'key': 'aspd_per_second', 'header': 'ASPD PER SECOND:', 'value': '10', 'generated': True}, {'key': 'damage_per_second', 'header': 'DAMAGE PER SECOND:', 'value': '10'}, {'key': 'max_damage', 'header': 'MAX DAMAGE:', 'value': ['35', '60', '85', '110']}, {'key': 'damage_tick_interval', 'header': 'DAMAGE TICK INTERVAL:', 'value': '1', 'generated': True}, {'key': 'imps_interval', 'header': 'IMPS INTERVAL:', 'value': '2', 'generated': True}, {'key': 'minor_imp_duration', 'header': 'MINOR IMP DURATION:', 'value': '15', 'generated': True}, {'key': 'abilitycastrange', 'header': 'CAST RANGE:', 'value': '800', 'generated': True}, {'key': 'abilitychanneltime', 'header': 'MAX CHANNEL DURATION:', 'value': ['10', '12', '14', '16']}, {'key': 'abilitycastpoint', 'header': 'CAST TIME:', 'value': '0.4', 'generated': True}]","/apps/dota2/images/dota_react/abilities/warlock_upheaval.png","['Point Target', 'Channeled', 'AOE']","","100","CHANNELED - A powerful slowing and damaging current that grows stronger as it's channeled. Lasts up to 10 seconds. Enemies are slowed for 3 seconds after leaving the area or the spell ends.","['60', '50', '40', '30']","Magical","","Yes","No","Demnok manipulates space-time, impairing entire armies.","0",""
